title,journal,year,volume,issue,theory,quant,hypo_testing,hypo_explicit,table,hypo,var,coef,se,t-value,z-value,OR,95% CI (lb),95% CI (ub),99.9% CI (lb),99.9% CI (ub),test,test_type,should_be_test_type,note
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Other family arrangement,0.137,0.201,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Family owns home,-0.097,0.07,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Parent education,-0.006,0.013,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,Neighborhood turnover,0,0.003,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,neighborhood heterogeneity,0.243,0.146,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,Local disadvantage,0.004,0.02,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Male,0.69,0.055,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Age,-0.023,0.02,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Non-Hispanic Balck,-0.313,0.101,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Hispanic,-0.049,0.103,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Non-Hispanic other race,-0.207,0.121,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Mobility history,0.293,0.074,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Neighborhood in MSA,0.021,0.023,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Family receipt of welfare,0.145,0.083,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Live with step-parents,0.284,0.087,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Live with single parent,0.423,0.066,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Other family arrangement,0.122,0.2,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Family owns home,-0.096,0.07,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Parent education,-0.006,0.013,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,Neighborhood turnover,0.003,0.003,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,neighborhood heterogeneity,0.25,0.142,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,Local disadvantage,0.048,0.02,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,Extralocal disadvantage,-0.075,0.018,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Male,0.69,0.055,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Age,-0.023,0.02,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Non-Hispanic Balck,-0.313,0.101,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Hispanic,-0.049,0.103,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Non-Hispanic other race,-0.207,0.121,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Mobility history,0.293,0.074,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Neighborhood in MSA,0.021,0.023,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Family receipt of welfare,0.145,0.083,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Live with step-parents,0.284,0.087,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Live with single parent,0.423,0.066,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Other family arrangement,0.122,0.2,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Family owns home,-0.096,0.07,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Parent education,-0.006,0.013,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,Neighborhood turnover,0.003,0.003,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,neighborhood heterogeneity,0.25,0.142,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,Local disadvantage,0.045,0.022,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,Extralocal disadvantage,-0.074,0.018,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,Local x Extralocal disadvantage,0.002,0.009,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Male,0.818,0.055,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Age,-0.117,0.02,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Non-Hispanic Balck,-0.304,0.098,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Hispanic,0.031,0.092,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Non-Hispanic other race,-0.194,0.11,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Mobility history,0.226,0.07,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Neighborhood in MSA,0.021,0.023,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Family receipt of welfare,0.128,0.085,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Live with step-parents,0.123,0.082,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Live with single parent,0.309,0.068,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Other family arrangement,-0.008,0.181,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Family owns home,-0.053,0.065,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,0,Parent education,0.004,0.014,,,,,,,,negative binomial regression,0,,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,Neighborhood turnover,0.003,0.003,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,neighborhood heterogeneity,0.155,0.15,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,Local disadvantage,0.029,0.023,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,Extralocal disadvantage,-0.075,0.018,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,School climate,0.288,0.054,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,Peer delinquency,0.288,0.026,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,Victimization ,0.386,0.058,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,Parental involvement,0.002,0.043,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,2,1,Parental support,-0.404,0.058,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,inverse distance,0.001,0.002,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,inverse distance,0.229,0.141,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,inverse distance,0.045,0.027,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,inverse distance,-0.054,0.026,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,inverse log distance,0.002,0.003,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,inverse log distance,0.256,0.145,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,inverse log distance,0.018,0.02,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,inverse log distance,-0.048,0.014,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,Queen's matrix,-0.001,0.002,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,Queen's matrix,0.135,0.156,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,Queen's matrix,0.002,0.002,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,Queen's matrix,0.015,0.022,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,Population / Distance,0.001,0.002,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,Population / Distance,0.248,0.143,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,Population / Distance,0.041,0.025,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,Population / Distance,-0.048,0.027,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,MSA Constant Lag,0.001,0.002,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,MSA Constant Lag,0.105,0.151,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,MSA Constant Lag,0.016,0.016,,,,,,,,negative binomial regression,0,1,
SPATIAL DIMENSIONS OF THE EFFECT OF NEIGHBORHOOD DISADVANTAGE ON DELINQUENCY ,crim,2016,54,3,0,1,1,1,3,1,MSA Constant Lag,0.027,0.015,,,,,,,,negative binomial regression,0,1,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,1,Debt Problems 2005 ,,,,,3.58,3.15,4.06,,,logistic regression,0,1,"only OR and CI, no t-value"
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Age,,,,,0.8,0.6,1.06,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Age2,,,,,1,1,1.01,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Female,,,,,0.19,0.16,0.21,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Vocational ,,,,,1.86,1.64,2.11,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Basic ,,,,,2.65,2.3,3.06,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,4th quintile,,,,,0.97,0.84,1.13,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,3rd quintile,,,,,0.78,0.65,0.91,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,2nd quintile,,,,,0.78,0.66,0.93,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,1st quintile,,,,,0.95,0.79,1.14,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Unemployed in 2004,,,,,1.21,1.06,1.39,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Working in 2004,,,,,1.03,0.9,1.18,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Assets 2004 ,,,,,0.85,0.72,1,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Parent in Debt 2004 ,,,,,1.19,1.06,1.34,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,1,Debt Problems 2005 ,,,,,4.28,3.11,5.89,,,logistic regression,0,1,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Age,,,,,0.99,0.45,2.18,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Age2,,,,,1,0.98,1.02,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Female,,,,,0.16,0.11,0.25,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Vocational ,,,,,3.14,1.84,5.32,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Basic ,,,,,6,3.52,10.23,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,4th quintile,,,,,0.82,0.47,1.43,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,3rd quintile,,,,,0.94,0.55,1.63,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,2nd quintile,,,,,1.01,0.58,1.74,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,1st quintile,,,,,1.21,0.69,2.12,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Unemployed in 2004,,,,,1.83,1.33,2.5,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Working in 2004,,,,,0.68,0.46,1,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Assets 2004 ,,,,,0.36,0.15,0.83,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Parent in Debt 2004 ,,,,,1.35,1,1.82,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,1,Debt Problems 2005 ,,,,,6.8,5.09,9.08,,,logistic regression,0,1,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Age,,,,,0.97,0.48,1.94,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Age2,,,,,1,0.99,1.01,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Female,,,,,0.45,0.34,0.59,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Vocational ,,,,,2.2,1.39,3.5,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Basic ,,,,,5.52,3.54,8.63,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,4th quintile,,,,,1.42,0.74,2.75,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,3rd quintile,,,,,1.84,0.98,3.48,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,2nd quintile,,,,,1.9,1,3.56,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,1st quintile,,,,,2.72,1.45,5.09,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Unemployed in 2004,,,,,1.4,1.07,1.83,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Working in 2004,,,,,0.43,0.3,0.62,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Assets 2004 ,,,,,0.37,0.17,0.8,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,4,0,Parent in Debt 2004 ,,,,,1.42,1.1,1.84,,,logistic regression,0,,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,5,1,Debt Problems ,,,,,1.18,1.11,1.25,,,FE logistic,0,1,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,5,1,1_3 months,,,,,1.15,1.07,1.24,,,FE logistic,0,1,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,5,1,4_6 months,,,,,1.2,1.09,1.31,,,FE logistic,0,1,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,5,1,6_12 months,,,,,1.18,1.09,1.28,,,FE logistic,0,1,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,5,1,Over 12 months,,,,,1.13,1.06,1.21,,,FE logistic,0,1,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,5,1,Debt Problems ,,,,,1.15,1.09,1.22,,,FE logistic,0,1,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,5,1,Debt Problems ,,,,,1.42,1.33,1.72,,,FE logistic,0,1,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,5,1,4th quintile,,,,,0.98,0.91,1.06,,,FE logistic,0,1,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,5,1,3rd quintile,,,,,0.86,0.79,0.94,,,FE logistic,0,1,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,5,1,2nd quintile,,,,,0.79,0.72,0.87,,,FE logistic,0,1,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,5,1,1st quintile,,,,,0.74,0.66,0.82,,,FE logistic,0,1,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,5,1,Debt Problems ,,,,,1.38,1.09,1.75,,,FE logistic,0,1,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,5,1,1_3 months,,,,,1.62,1.23,2.13,,,FE logistic,0,1,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,5,1,4_6 months,,,,,1.27,0.9,1.77,,,FE logistic,0,1,
DEBT PROBLEMS AND CRIME ,crim,2016,54,2,0,1,1,1,5,1,6_12 months,,,,,1.33,0.99,1.77,,,FE logistic,0,1,
